20 20 22632 360 53 9129 37 2298 7 7562 57 9460 82 7199 24 2619 44 1297 67 3707 91 2280 56 561 39 38 48 425 88 3753 37 5058 47 6058 43 1846 78 5018 27 190 16 6584 88
21 20 29154 664 25 1161 84 9727 27 4188 87 8154 95 5715 90 6116 13 1226 47 2452 54 4843 34 567 68 3084 17 2795 57 9954 69 2361 16 8727 75 9892 66 9494 60 771 66 5291 70
22 20 34383 4277 50 7335 8 8459 26 7141 92 8112 89 3715 30 9670 23 9648 53 8990 60 4612 9 3437 66 6870 8 6753 6 6369 1 3221 44 5507 3 2551 52 7567 36 194 78 185 82
23 20 27829 5677 71 6397 97 63 66 9693 25 1180 27 6069 10 7533 100 820 37 5730 100 3745 94 6478 50 81 52 1000 90 2878 74 4563 93 743 4 6199 49 9432 29 7349 87 7136 49
24 20 30262 237 41 7213 59 2996 41 5767 90 7677 14 5299 32 7127 98 1309 78 1117 63 6230 39 6314 94 6755 75 1334 47 8744 91 5244 13 4947 33 7710 13 8142 98 5367 50 1345 41
25 20 31205 365 10 7468 32 7922 12 8580 24 3904 54 3193 93 8276 76 6815 56 4252 94 2962 17 9652 40 3684 21 9961 2 3803 84 4494 33 4796 57 5419 97 5398 56 2875 14 200 54
26 20 28243 7915 25 9917 14 3035 45 8654 98 1147 84 808 47 6412 34 836 82 5119 91 3887 94 1541 100 8276 79 7890 89 9778 46 3638 37 884 87 7618 13 4464 39 149 80 2177 4
27 20 27030 7659 88 1650 26 1580 94 4564 3 5341 50 6725 76 171 40 2883 64 3862 72 4590 35 3977 22 8567 2 7651 99 4104 46 8995 100 5800 48 1785 79 7158 93 1405 91 1635 66
28 20 26382 627 85 3371 89 6740 22 4193 30 1559 50 1968 51 7899 72 3241 30 6575 64 896 90 835 35 3404 41 4388 43 806 71 8510 13 6779 96 558 6 9137 47 7372 20 9084 49
29 20 32522 9455 53 8704 8 9276 66 3001 92 8945 12 8392 39 4018 84 8496 67 4537 14 5069 84 9195 97 1245 36 1731 52 61 68 5772 11 2211 74 3014 87 831 96 5326 14 9129 71
30 20 30075 3444 16 2215 49 4250 8 1486 43 4522 93 1276 51 3340 78 5473 36 5214 61 5740 30 5390 70 3154 71 6250 95 9881 39 9302 11 8555 46 7276 28 5018 49 4816 51 3649 79
31 20 31162 9758 12 6770 65 1808 74 8021 50 5557 59 3810 36 4689 64 4759 97 3000 43 5967 76 1874 3 6996 34 9459 62 1139 100 3887 84 1417 28 8556 23 1121 12 7237 11 8051 65
32 20 28204 3710 100 4386 68 5155 57 7540 61 307 1 1562 60 357 56 7894 83 6575 70 3452 33 5795 60 9992 77 41 39 9263 76 5826 78 2236 6 4005 2 6356 16 7048 92 2514 79
33 20 26209 8950 54 2164 25 6330 92 5856 49 241 65 6478 19 9112 13 1791 76 4318 5 3021 55 9756 67 954 52 991 98 3966 17 897 84 2718 79 2472 27 1985 76 7292 71 8072 75
34 20 26508 1809 18 2540 38 4829 97 3913 100 9975 47 3143 88 5902 56 2205 11 1522 19 373 69 8943 52 507 36 7262 91 3452 55 6853 48 7199 85 4795 48 5146 9 1960 76 6032 95
35 20 21510 3150 6 7711 88 3147 40 794 51 5374 80 79 46 3688 60 3656 67 3452 84 4259 13 2563 99 5665 73 4622 18 7953 71 838 21 2453 98 6750 6 1862 54 2440 64 1247 40
36 20 32844 8232 37 5733 4 5467 1 4472 65 2592 59 3051 25 7996 7 7560 72 5546 33 6763 80 9780 97 1635 92 9152 15 3597 47 2082 21 2780 74 9736 3 3751 67 5782 95 3776 37
37 20 24957 1862 45 783 20 4607 64 9426 83 2186 71 2989 14 5255 63 6441 75 3684 24 1064 26 5473 74 158 61 6534 6 4897 25 3838 23 8735 66 7021 50 1692 75 1867 91 4679 95
38 20 38139 8416 57 5318 88 6055 2 3028 17 9006 100 7989 17 4157 11 90 36 9722 18 9755 96 6136 16 9633 71 4891 82 3719 7 9377 2 6292 75 5488 24 5395 82 4213 6 8453 65
39 20 25069 4104 81 3257 63 9606 35 409 15 2752 96 7207 64 2689 65 9121 43 5450 96 3653 4 581 42 7792 53 3994 31 2914 26 1172 71 1797 37 8680 4 404 50 2045 16 5939 85
40 20 29535 8715 88 4649 70 3663 23 9391 40 4190 92 5102 55 4994 79 8393 4 1822 67 3968 49 7363 9 1961 42 3361 89 3477 28 9325 92 4 56 4836 33 505 64 7258 3 5473 81
41 20 30394 4062 56 4530 22 1318 20 492 26 3222 68 1796 57 5180 62 9160 99 8858 38 1516 64 6880 22 8004 44 9830 14 7994 38 4337 64 1374 50 7102 34 6235 64 7325 14 2101 72
42 20 32603 9815 46 8059 6 8034 73 6611 26 6498 23 2501 42 83 56 3978 31 145 27 6179 88 9502 82 2007 64 6846 31 1002 89 9785 38 3852 56 6826 22 2010 23 5686 61 9260 55
43 20 34364 4268 16 9406 75 9975 47 9607 78 199 37 8648 41 492 50 7526 38 5835 83 106 39 7259 5 4723 4 1153 41 4999 59 9131 75 4774 45 7412 22 3492 51 9341 35 6201 18
44 20 39390 3719 82 9064 57 9407 32 8406 22 6988 78 7026 4 8978 40 7591 62 8539 9 5370 49 5959 67 1301 21 3997 18 8391 41 3845 47 9780 7 7649 16 684 72 5375 26 9231 46
45 20 28618 3320 93 9381 22 232 80 2557 15 9971 71 7681 88 8273 16 3666 20 432 87 1619 43 3309 47 6009 61 46 86 8025 93 5994 65 487 5 4261 89 7621 19 8483 43 4028 37
46 20 26909 2718 1 6529 5 3408 7 5855 83 6047 66 3144 52 3396 29 3209 64 8159 1 4470 40 4742 80 5391 25 5886 61 3734 29 2586 28 3973 90 1233 3 3764 80 5055 61 6400 44
47 20 35763 9058 16 3693 10 7883 72 2619 78 8244 4 3251 45 6182 34 3250 10 9709 42 8237 67 3693 7 5531 62 7002 73 9035 13 7466 83 3865 27 8641 47 616 97 8447 1 2791 57
48 20 25934 5004 52 993 93 7401 32 450 10 9903 44 2083 64 1126 90 5761 27 503 62 1592 58 6967 98 1939 84 5571 22 8427 20 7276 1 3444 67 6279 16 1493 99 6511 76 3726 13
49 20 25107 2931 71 1837 11 2160 85 6612 77 950 96 3427 55 103 48 8682 51 8939 60 5216 19 3649 78 837 9 4554 33 6244 14 4481 18 63 52 1734 72 9148 64 3016 56 9110 53
50 20 23410 1820 48 7129 8 7162 47 2172 54 4329 6 6848 45 8006 54 6509 55 92 55 1614 51 4069 67 4066 72 541 2 1460 29 8630 43 7460 88 2472 6 1245 85 746 35 1664 70
